maxIntensity,f2,mean_MFCC_2nd_coef,mean_MFCC_3rd_coef,mean_MFCC_6th_coef,std_Log_energy,std_MFCC_6th_coef,std_MFCC_10th_coef,std_delta_log_energy,std_4th_delta,std_5th_delta,std_6th_delta,std_7th_delta,std_8th_delta,std_9th_delta,std_10th_delta,std_11th_delta,std_delta_delta_log_energy,std_4th_delta_delta,std_5th_delta_delta,std_6th_delta_delta,std_7th_delta_delta,std_8th_delta_delta,std_9th_delta_delta,std_10th_delta_delta,std_11th_delta_delta,std_12th_delta_delta,app_entropy_shannon_9_coef,tqwt_energy_dec_6,tqwt_energy_dec_7,tqwt_energy_dec_11,tqwt_energy_dec_12,tqwt_energy_dec_13,tqwt_energy_dec_19,tqwt_energy_dec_21,tqwt_energy_dec_26,tqwt_energy_dec_35,tqwt_entropy_shannon_dec_6,tqwt_entropy_shannon_dec_9,tqwt_entropy_shannon_dec_10,tqwt_entropy_shannon_dec_11,tqwt_entropy_shannon_dec_12,tqwt_entropy_shannon_dec_13,tqwt_entropy_shannon_dec_14,tqwt_entropy_shannon_dec_15,tqwt_entropy_shannon_dec_16,tqwt_entropy_shannon_dec_17,tqwt_entropy_shannon_dec_33,tqwt_entropy_log_dec_13,tqwt_entropy_log_dec_16,tqwt_entropy_log_dec_25,tqwt_entropy_log_dec_27,tqwt_entropy_log_dec_34,tqwt_entropy_log_dec_35,tqwt_TKEO_mean_dec_5,tqwt_TKEO_mean_dec_6,tqwt_TKEO_mean_dec_10,tqwt_TKEO_mean_dec_11,tqwt_TKEO_mean_dec_12,tqwt_TKEO_mean_dec_13,tqwt_TKEO_mean_dec_14,tqwt_TKEO_mean_dec_16,tqwt_TKEO_mean_dec_17,tqwt_TKEO_mean_dec_19,tqwt_TKEO_mean_dec_32,tqwt_TKEO_mean_dec_34,tqwt_TKEO_mean_dec_36,tqwt_TKEO_std_dec_9,tqwt_TKEO_std_dec_12,tqwt_TKEO_std_dec_13,tqwt_TKEO_std_dec_14,tqwt_TKEO_std_dec_15,tqwt_TKEO_std_dec_16,tqwt_TKEO_std_dec_17,tqwt_medianValue_dec_34,tqwt_medianValue_dec_36,tqwt_meanValue_dec_36,tqwt_stdValue_dec_6,tqwt_stdValue_dec_7,tqwt_stdValue_dec_13,tqwt_stdValue_dec_14,tqwt_stdValue_dec_15,tqwt_stdValue_dec_16,tqwt_stdValue_dec_21,tqwt_stdValue_dec_33,tqwt_minValue_dec_13,tqwt_minValue_dec_14,tqwt_minValue_dec_15,tqwt_minValue_dec_17,tqwt_minValue_dec_26,tqwt_maxValue_dec_12,tqwt_maxValue_dec_13,tqwt_maxValue_dec_14,tqwt_maxValue_dec_15,tqwt_maxValue_dec_16,tqwt_maxValue_dec_17,tqwt_kurtosisValue_dec_17,tqwt_kurtosisValue_dec_18,tqwt_kurtosisValue_dec_26,tqwt_kurtosisValue_dec_36
76.27327772,1176.094344,1.1264,-1.1165,-1.9699,0.16601,0.22618,0.18572,0.016281,0.031869,0.022646,0.024676,0.025424,0.028913,0.048974,0.024563,0.033141,0.0068199,0.017097,0.011722,0.012269,0.01177,0.012478,0.021484,0.011464,0.015587,0.010177,-2061874499.0,2.42e-05,0.00025173,0.0014024,0.00075623,0.0025335,0.25067,0.018866,0.065523,2.08e-06,0.64826,59.1374,59.329,24.534,13.545,39.7472,81.2506,102.0928,210.0248,613.1028,0.12357,-122589.1588,-48536.13,-6894.95,-2657.8506,-3464.7259,-3094.1,7.76e-07,1.34e-06,0.00073113,0.00027443,0.00013723,0.00057672,0.0021294,0.0070652,0.043103,0.23905,7.12e-05,8.41e-05,1.71e-05,0.0010907,0.00040771,0.00077214,0.0026499,0.0051814,0.010652,0.028435,0.00014719,-0.013498,-0.013735,0.0010859,0.0038374,0.021036,0.03602,0.046854,0.080366,0.11904,0.0066907,-0.10692,-0.13666,-0.17915,-0.43614,-0.62106,0.13023,0.10692,0.12714,0.18969,0.29659,0.43614,2.0902,2.356,1.598,26.4979
81.86127607,1466.42916,-0.45532,-1.694,-1.0496,0.22172,0.21957,0.19805,0.02788,0.043074,0.055434,0.037087,0.029851,0.038798,0.035663,0.036031,0.027142,0.01155,0.020259,0.025325,0.018085,0.014069,0.01851,0.018131,0.017039,0.013759,0.014047,-6674071658.0,4.49e-05,0.00027218,0.0020943,0.013006,0.034149,0.044706,0.002996,8.38e-06,2.69e-07,3.2687,35.0867,19.7074,94.4721,413.2404,795.4835,825.2804,640.5706,1193.5874,1595.3233,0.040183,-68940.3679,-27559.4351,-5643.9984,-11912.5657,-4174.2017,-3528.3925,1.28e-05,5.25e-06,0.00014312,0.00060301,0.0070964,0.030539,0.042044,0.079978,0.48933,0.082881,2.59e-05,1.33e-05,4.32e-05,0.00055336,0.0057404,0.0278,0.034052,0.030972,0.067303,0.18949,-7.01e-05,-0.015651,-0.016107,0.0025763,0.0069491,0.13451,0.15368,0.14604,0.2748,0.082616,0.0035904,-0.41797,-0.43137,-0.40655,-1.1305,-0.041223,0.21536,0.41797,0.43551,0.41605,0.61913,1.1305,1.6816,1.6059,6.8519,86.9555
64.53542981,1235.990111,1.8011,2.6687,-0.94944,0.28138,0.39587,0.30971,0.053659,0.057004,0.065149,0.049036,0.072003,0.056535,0.047225,0.039151,0.056346,0.017825,0.028775,0.032874,0.027081,0.035248,0.029932,0.027545,0.022183,0.028942,0.022387,-3841739971.0,0.007148,0.0073934,0.0019191,0.0021387,0.012039,0.0077316,0.0017257,0.16646,5.51e-06,8.3225,0.70991,1.6803,2.441,2.6378,12.1792,32.5786,35.0922,23.4318,22.7239,0.67157,-136883.8822,-69304.9559,-6625.2969,-9002.2091,-3806.6338,-3419.966,1.89e-05,2.99e-05,9.9e-06,2.27e-05,1.67e-05,0.00011864,0.0007025,0.00071463,0.00091464,0.00036387,0.0011642,6.36e-06,9.86e-06,4.15e-06,2.81e-05,0.00013054,0.00072078,0.0011774,0.00093347,0.00099344,6.91e-05,-0.0026263,-0.0025765,0.0042733,0.0047608,0.010498,0.020519,0.023927,0.021088,0.0082422,0.015753,-0.041747,-0.08138,-0.10118,-0.090597,-0.3119,0.021023,0.041478,0.085174,0.1091,0.11661,0.096937,3.0811,2.9655,1.9508,28.9917
78.92812509,1252.125086,-2.2301,-0.6523,-1.842,0.11253,0.33375,0.18447,0.017007,0.051186,0.037951,0.036305,0.03187,0.025544,0.0254,0.021663,0.022946,0.0058664,0.022438,0.017455,0.017185,0.015435,0.011965,0.010624,0.010764,0.011002,0.010977,-7435923909.0,0.00034637,0.00087375,0.0012589,0.0047011,0.027466,0.023463,0.0027322,1.54e-05,6.43e-06,12.8529,154.9667,140.4624,38.9425,124.5218,495.7977,1147.8074,1568.6142,1578.5168,1162.3562,0.24758,-75053.588,-21385.7,-10489.1581,-14944.9763,-3023.1737,-2530.5635,3.61e-05,4.26e-05,0.0018403,0.00033014,0.0011304,0.010697,0.051919,0.28572,0.19953,0.032643,0.00013234,0.00018114,0.00081814,0.001123,0.0011785,0.006399,0.033662,0.13163,0.18406,0.17,-3.46e-06,-0.00061382,0.00043219,0.0055805,0.0097092,0.094067,0.19255,0.3164,0.39494,0.061524,0.0093838,-0.23199,-0.52464,-0.89436,-0.83236,-0.13802,0.094299,0.2311,0.53339,0.87972,0.91987,0.82568,2.3212,1.7863,243.5259,6.2472
78.67501214,1442.186305,-0.59825,0.075849,-0.54491,0.26161,0.23401,0.22928,0.037472,0.058699,0.042159,0.032376,0.029384,0.049353,0.034414,0.031097,0.024005,0.019387,0.024249,0.018786,0.015412,0.016467,0.023612,0.018446,0.017629,0.014098,0.013685,-2336535415.0,1.57e-05,4.88e-05,0.00046789,0.00064918,0.0019006,0.028406,0.0048347,0.27236,7.6e-07,0.21108,1.4498,2.5336,4.4851,5.871,14.9938,24.4625,18.0622,28.2098,61.9432,0.020813,-133883.6742,-68876.154,-2865.3199,-5770.437,-4027.2799,-3403.6033,7.73e-07,3.8e-07,1.43e-05,4.2e-05,4.99e-05,0.0001979,0.00055639,0.00073431,0.0027285,0.011406,1.77e-05,5.36e-06,7.97e-06,1.14e-05,7.51e-05,0.00021926,0.00059278,0.00055224,0.0009939,0.0032288,2.51e-06,-0.01508,-0.015124,0.00056849,0.0010966,0.011829,0.017385,0.016345,0.023725,0.039122,0.0023492,-0.048823,-0.062653,-0.071203,-0.14234,-0.88485,0.04165,0.048823,0.058893,0.063121,0.088148,0.14234,3.2418,3.3431,1.6228,12.5873
75.49981864,1310.759794,1.8017,-0.28149,-0.36463,0.16861,0.19812,0.23043,0.025783,0.041077,0.027898,0.036139,0.030157,0.036201,0.025375,0.038301,0.029618,0.0097209,0.018391,0.012762,0.014767,0.013717,0.015199,0.011496,0.015544,0.013611,0.013177,-3193911993.0,0.0001021,0.00015464,0.00028766,0.00056924,0.0027606,0.13149,0.069863,0.080919,7.09e-06,0.70513,0.3136,0.6636,1.7816,3.1623,12.8009,38.6327,48.6618,40.6168,87.3344,0.08025,-141232.7128,-68645.9957,-9446.5337,-2932.381,-3704.7431,-3225.9875,1.9e-07,1.91e-06,2.78e-06,1.43e-05,2.81e-05,0.0001219,0.00087142,0.0013206,0.0039492,0.03011,5.99e-05,3.17e-05,5.47e-05,2.96e-06,7e-05,0.00024617,0.0014704,0.0030656,0.0033878,0.0074322,-4.65e-05,-0.012968,-0.012787,0.0011301,0.0015235,0.011123,0.023504,0.03035,0.03111,0.11604,0.0050352,-0.068527,-0.12731,-0.18039,-0.26248,-0.4444,0.039763,0.068527,0.10824,0.18591,0.18773,0.26248,5.894,4.9819,1.891,73.9096
76.83245587,1327.596955,0.91354,-2.8182,-1.0285,0.32509,0.55074,0.31874,0.043765,0.044403,0.039138,0.067205,0.053401,0.040519,0.044139,0.033473,0.027148,0.017646,0.019577,0.018378,0.030751,0.022448,0.019263,0.017664,0.014175,0.01345,0.01418,-6477590183.0,1.4e-05,6.73e-05,0.0010641,0.013456,0.075558,0.041695,0.010194,0.00021147,3.39e-06,0.30962,8.1756,7.5557,14.2245,134.1024,521.4554,793.8164,592.3483,667.4346,662.2512,0.085879,-72922.8584,-34475.1616,-8169.3516,-10073.9088,-3873.7213,-3262.7369,6.34e-07,5.55e-07,5.64e-05,9.38e-05,0.0010011,0.012915,0.040189,0.048362,0.069221,0.021531,9.25e-05,3.31e-05,0.00010308,7.52e-05,0.0010343,0.0070161,0.025432,0.029659,0.034533,0.065527,1.94e-05,-0.015311,-0.016092,0.00069594,0.0016725,0.096858,0.14741,0.13952,0.17064,0.073777,0.0055654,-0.26457,-0.42176,-0.43092,-0.5652,-0.15402,0.10576,0.26457,0.39725,0.44781,0.44304,0.5652,2.5519,2.2418,15.6576,93.506
72.69750058,1544.384103,-1.0024,0.87292,-2.3014,0.62005,0.5085,0.49179,0.096331,0.070376,0.075397,0.068542,0.061227,0.058321,0.055657,0.067498,0.052151,0.030994,0.032398,0.02827,0.030673,0.024976,0.024778,0.025477,0.027475,0.023571,0.025585,-13460065216.0,0.00016057,0.00058652,0.0037681,0.0012427,0.0086061,0.16603,0.036255,0.0058359,7.08e-07,3.4509,49.5644,66.7713,52.531,19.4733,102.146,300.516,425.0765,557.3902,873.5881,0.038924,-102309.5034,-38215.3601,-6838.9227,-10855.8527,-3847.549,-3207.9022,1.5e-05,7.86e-06,0.00071828,0.00074091,0.00012895,0.0012115,0.0094274,0.030621,0.12344,0.14138,5.98e-05,8.82e-06,7.97e-06,0.00066871,0.00028209,0.00091569,0.008109,0.017006,0.039421,0.11759,6.69e-05,-4.22e-05,-3.67e-05,0.0025768,0.0053948,0.03571,0.07827,0.11084,0.15771,0.15199,0.0032867,-0.1177,-0.24984,-0.33867,-0.84966,-0.22333,0.058266,0.11118,0.24326,0.3408,0.58989,0.84043,2.8559,2.9306,2.1217,8.0373
73.8629769,1254.432007,1.2259,-2.6648,-0.65419,0.32884,0.19576,0.19573,0.029668,0.030802,0.025751,0.024377,0.026391,0.02312,0.023811,0.024168,0.021933,0.0085533,0.015586,0.012779,0.012974,0.014763,0.012043,0.012515,0.012673,0.011782,0.010364,-7791476311.0,4.21e-05,4.64e-05,0.0018324,0.010602,0.029001,0.031384,0.0057913,0.00011038,6.63e-06,0.5441,2.9202,3.5845,15.3711,68.9922,153.7825,175.6715,230.4645,453.6832,739.0554,0.07817,-99139.9132,-40029.3578,-10362.4319,-10177.2248,-3748.8607,-3293.7604,5.08e-07,1.61e-06,2.15e-05,8.61e-05,0.00080827,0.0036443,0.0054057,0.023355,0.076677,0.010686,5.36e-05,4.83e-05,0.00011341,2.63e-05,0.00085185,0.0038147,0.0066625,0.0082206,0.022644,0.03644,6.06e-05,-0.014605,-0.015558,0.00094113,0.0010812,0.046733,0.05739,0.074387,0.13155,0.043306,0.0055078,-0.16186,-0.21582,-0.2437,-0.46088,-0.14,0.083224,0.16186,0.20459,0.24634,0.36422,0.46088,1.7967,1.7897,90.6123,95.3252
72.30374571,909.0864269,3.8835,2.562,-1.641,0.26643,0.55941,0.22962,0.03423,0.079275,0.0561,0.077055,0.03813,0.042159,0.035528,0.028925,0.048314,0.009507,0.04337,0.029327,0.037442,0.021208,0.019402,0.017189,0.013144,0.021166,0.020573,-2760749036.0,7.75e-05,4.43e-05,0.00010168,4.98e-05,0.00028189,0.065662,0.043926,0.30613,6.42e-06,0.74306,1.4781,1.4328,0.90551,0.44478,2.2601,17.6122,56.7789,98.8412,147.5848,0.73683,-161731.333,-56359.1302,-4954.4242,-3395.0858,-3598.4705,-3216.0223,1.91e-06,2.36e-06,9.92e-06,7.39e-06,3.76e-06,1.02e-05,0.00019847,0.0037903,0.0086524,0.018604,0.00093547,4.66e-05,8.88e-05,1.38e-05,1.77e-05,3.17e-05,0.00019365,0.0014327,0.0047651,0.010718,4.16e-05,-0.0024555,-0.0017765,0.0011376,0.00094135,0.0041055,0.014302,0.031666,0.050264,0.10628,0.016896,-0.036682,-0.053569,-0.10752,-0.25968,-0.92731,0.029795,0.038844,0.058747,0.10906,0.18385,0.2539,3.5857,3.5157,1.7865,70.6899
79.02368848,1224.755264,3.0178,-0.95679,-1.2968,0.45798,0.2748,0.27828,0.05871,0.066612,0.065623,0.044699,0.034154,0.034395,0.036284,0.040743,0.040906,0.022913,0.028682,0.027292,0.021395,0.015129,0.01633,0.017092,0.019462,0.017721,0.016779,-2820123736.0,1.01e-05,4.11e-05,0.00095762,0.0015395,0.0024354,0.14681,0.051595,0.086046,2.33e-06,0.33234,11.2228,11.5245,18.8395,27.9599,39.8889,120.9464,241.165,457.6777,773.184,0.10285,-122163.4957,-39212.3818,-5029.1285,-3827.4433,-3843.3321,-3364.4746,4.57e-07,8.37e-07,8.6e-05,0.00018185,0.00042388,0.00047979,0.0028828,0.023382,0.083481,0.14482,9.74e-05,4.54e-05,0.0001194,0.00013488,0.00056126,0.00088523,0.0042199,0.01353,0.027647,0.074223,5.15e-05,-0.014522,-0.015489,0.00072145,0.0015972,0.021237,0.046021,0.080107,0.13322,0.2027,0.0062913,-0.10559,-0.21217,-0.32744,-0.65837,-0.97478,0.065877,0.10559,0.21877,0.35973,0.40018,0.65837,2.6757,2.7401,2.0721,92.6621
80.88107965,1233.233624,1.1404,-0.50685,-1.2538,0.21816,0.34933,0.31555,0.033018,0.036484,0.047811,0.028452,0.032881,0.037715,0.041319,0.035743,0.04146,0.012863,0.017402,0.02126,0.011937,0.013754,0.015875,0.017336,0.016261,0.017759,0.012775,-2710840590.0,3.89e-05,0.00015056,0.00080977,0.0021978,0.016292,0.09059,0.020421,0.096118,8.15e-05,2.5359,67.1354,75.3081,34.2187,82.3996,411.1541,851.501,858.5983,1072.2504,1399.3797,1.9431,-80196.2018,-28504.6165,-3684.6015,-2378.6337,-2314.1312,-1942.6818,9.7e-06,7.03e-06,0.00094946,0.00037184,0.00062389,0.0080818,0.044977,0.0856,0.32609,0.21793,0.0010783,0.0033275,0.0082677,0.0010059,0.0012069,0.0068649,0.042304,0.083997,0.10375,0.1935,-0.00073329,-0.00028102,0.00065276,0.0022049,0.0047492,0.085369,0.1642,0.19959,0.26091,0.19819,0.032458,-0.25735,-0.54042,-0.75936,-1.0859,-1.3386,0.11769,0.25388,0.53446,0.76489,0.83962,1.1129,2.0901,2.415,1.7279,4.1109
78.58762789,1136.788295,1.9529,1.3514,-0.53467,0.098625,0.26315,0.20276,0.011418,0.045321,0.030971,0.031857,0.026044,0.034599,0.030571,0.028369,0.030265,0.0042517,0.024234,0.016959,0.017323,0.014941,0.017778,0.016056,0.014479,0.015604,0.0131,-1770850403.0,0.00016178,8.43e-05,0.00011447,0.00041363,0.006781,0.1617,0.01426,0.017244,1.71e-05,6.5314,4.4208,5.2485,4.6861,14.5263,156.7729,519.219,729.2279,768.8822,1239.2795,0.25742,-96626.9654,-33644.8113,-8713.2986,-2512.6387,-2980.8226,-2188.305,1.66e-05,2.64e-05,3.96e-05,4.44e-05,5.36e-05,0.0016843,0.018718,0.050147,0.19922,0.27852,0.00010417,0.00015029,0.00097113,3.98e-05,0.00013591,0.001423,0.015382,0.040854,0.070458,0.12908,-0.0003384,-0.0021255,-0.00058488,0.0037916,0.0029982,0.046466,0.11297,0.16408,0.20156,0.13973,0.0093617,-0.13429,-0.30523,-0.47461,-0.85041,-0.45138,0.064223,0.12754,0.30774,0.4612,0.612,0.85327,2.1592,2.2694,1.6432,2.7904
71.35952452,1058.127094,2.2881,-0.27959,-1.5938,0.27038,0.58568,0.37835,0.047913,0.076699,0.06058,0.057815,0.04629,0.05305,0.05543,0.0558,0.035135,0.022009,0.038395,0.029998,0.029792,0.022406,0.028778,0.026972,0.026969,0.01925,0.017534,-6570528848.0,0.00017157,0.00070239,0.0002812,0.0025129,0.014138,0.07112,0.029441,0.035971,1.23e-05,0.089501,1.0752,0.44719,0.13379,1.0039,4.7434,8.6472,6.4364,12.831,23.0753,0.058024,-147570.9354,-74176.745,-8787.8602,-13187.8096,-4072.06,-3531.7291,2.33e-07,1.51e-07,2.65e-06,5.64e-07,4.26e-06,4.98e-05,0.00016951,0.00030127,0.00095165,0.0010768,0.00018941,3.63e-06,8.19e-06,8.19e-06,4.83e-06,4.05e-05,0.00012863,0.00017359,0.00036327,0.00098015,0.00011194,-0.0026092,-0.0027001,0.00035567,0.00078833,0.0061118,0.0094933,0.0090834,0.014829,0.018289,0.0040588,-0.018976,-0.029433,-0.037781,-0.088977,-0.094869,0.0086172,0.017533,0.030705,0.037996,0.060813,0.086083,3.2075,3.4436,1.9733,55.5264
81.57823767,1132.428983,0.66896,1.8537,-1.9345,0.1717,0.2837,0.18687,0.016837,0.036974,0.03405,0.028504,0.032693,0.028772,0.025632,0.02366,0.029749,0.0057416,0.018025,0.017412,0.014461,0.017476,0.013551,0.012372,0.011664,0.014586,0.013777,-13152989781.0,0.0010356,0.00070019,2.94e-05,0.00014961,0.0017015,0.2229,0.019742,9.87e-06,3.88e-06,54.8019,8.0397,1.9745,2.1138,9.2975,76.5133,221.7648,329.798,672.2295,1547.8354,0.11016,-104076.0039,-35611.5879,-21599.1745,-15137.2053,-3244.2031,-2598.5559,0.00014192,0.00026891,1.27e-05,1.92e-05,2.76e-05,0.00085735,0.0063739,0.033137,0.23327,0.6021,6.86e-05,0.00012315,0.00032567,5.6e-05,6.94e-05,0.00047177,0.004253,0.013857,0.037075,0.12337,7.84e-05,-0.0011815,3.86e-06,0.012225,0.011012,0.029663,0.063961,0.09472,0.17726,0.20953,0.0063016,-0.080443,-0.18059,-0.27567,-0.95049,-0.1461,0.065412,0.07465,0.17711,0.26985,0.45589,0.94138,1.7574,1.6796,158.5112,14.0581
69.14893454,1031.824784,2.545,1.3348,-1.171,0.65142,0.31234,0.28032,0.05243,0.038664,0.045825,0.041334,0.041636,0.046268,0.03735,0.040108,0.03949,0.01906,0.020854,0.021354,0.017764,0.019397,0.022412,0.017783,0.017517,0.018139,0.020191,-1294224216.0,0.0002391,0.00053658,0.00099325,0.00017456,0.00065298,0.13647,0.092771,0.01081,5.44e-06,0.57952,1.7336,3.2012,2.0304,0.40472,1.3381,6.2169,13.4109,13.7818,25.7484,0.1142,-170176.6901,-74685.3245,-9487.4998,-5605.2251,-3818.0839,-3238.6471,2.72e-07,1.21e-06,2.47e-05,1.82e-05,2.63e-06,8.18e-06,8e-05,0.00038023,0.00073928,0.010429,0.00011155,9.38e-06,8.95e-06,1.08e-05,5.54e-06,1.27e-05,9.83e-05,0.00039519,0.00056653,0.0012132,0.00021129,-0.013502,-0.013409,0.00098243,0.0016122,0.0030732,0.007992,0.013738,0.015671,0.075963,0.0059203,-0.017706,-0.036789,-0.067609,-0.1167,-0.12702,0.014791,0.017706,0.035708,0.060576,0.077183,0.1167,4.6218,4.8213,2.8282,5.2495
80.40372069,1241.161719,-0.66072,-0.76934,-1.2241,0.22205,0.3063,0.1429,0.035809,0.04625,0.047185,0.041329,0.031724,0.035073,0.027519,0.017325,0.018616,0.012071,0.021153,0.020346,0.019857,0.015995,0.017815,0.015265,0.0089873,0.0097493,0.011814,-4154356291.0,0.00038607,0.00049077,0.0033262,0.016901,0.045145,0.035278,0.039107,0.023436,5.7e-05,16.0055,123.0106,78.2803,94.6592,347.7832,659.2187,766.3077,1102.3293,1286.3027,1016.5145,1.6643,-81861.296,-26074.7392,-2669.8635,-10700.3814,-2671.6,-2248.3637,5.37e-05,7.32e-05,0.00093458,0.00082673,0.0065719,0.027709,0.045755,0.21267,0.18254,0.072073,0.00075424,0.002395,0.0096727,0.0024978,0.0093025,0.038625,0.07392,0.11492,0.18663,0.17347,0.00051403,0.0025669,0.00069433,0.0063463,0.0078382,0.12991,0.17269,0.2503,0.34423,0.25073,0.032132,-0.55487,-0.65267,-0.80139,-0.88276,-0.69043,0.27714,0.48924,0.65285,0.81414,0.94811,0.87034,2.7141,2.384,1.8189,18.9718
79.94742017,1192.104053,1.0681,0.80291,-1.1462,0.1778,0.27286,0.22003,0.030346,0.053119,0.049744,0.037022,0.042795,0.028678,0.029536,0.030517,0.027035,0.012447,0.026276,0.025521,0.018993,0.018343,0.014801,0.01359,0.014201,0.013054,0.011964,-2416091760.0,8.32e-05,0.00018016,0.00021513,0.0016216,0.016801,0.039592,0.011706,0.15735,2.23e-05,4.0745,23.3027,24.0198,8.9138,52.8088,333.8229,868.0288,1268.9274,1317.3006,830.48,1.284,-88082.2807,-25281.2496,-3891.9763,-1473.1594,-2491.8388,-2177.7598,9.69e-06,1.12e-05,0.00025659,6.88e-05,0.00026675,0.005846,0.04475,0.21054,0.10268,0.078413,0.0029419,0.0010186,0.0058494,0.00030698,0.00033619,0.0064213,0.059798,0.17345,0.19087,0.099254,0.00039724,0.0020237,0.0012842,0.0028734,0.0046319,0.077293,0.17949,0.29283,0.33685,0.13379,0.023517,-0.33327,-0.76174,-1.0108,-0.77287,-1.7327,0.083024,0.27255,0.71756,1.0161,1.0258,0.78871,2.7141,2.8205,1.7845,2.9688
82.97630351,1512.712977,2.053,2.1256,0.0075923,0.19791,0.50448,0.33483,0.033269,0.051773,0.046831,0.062926,0.055556,0.051063,0.047112,0.048656,0.046575,0.01073,0.025572,0.022791,0.024849,0.029434,0.026859,0.022985,0.023722,0.021394,0.024853,-982901144.4,8.71e-05,0.00023156,8.99e-05,0.00013321,0.00077438,0.0026216,0.0020608,0.0093585,8.09e-05,7.6767,21.9921,14.8253,7.2955,10.0885,46.5832,107.8793,113.4235,116.9328,193.4608,4.8482,-123002.0154,-56866.733,-4163.3018,-1184.7454,-2255.8361,-1850.8059,2.65e-05,2.25e-05,0.00014895,7.17e-05,7.55e-05,0.00065649,0.0032584,0.0047009,0.012676,0.0094871,0.01122,0.0065635,0.023133,0.00048142,0.00028622,0.00139,0.0054299,0.0077114,0.0088774,0.017865,-0.00064445,0.00033778,0.0065472,0.0042086,0.0075154,0.023749,0.043832,0.050706,0.057703,0.08034,0.069133,-0.15157,-0.26808,-0.31103,-0.41067,-1.3809,0.10565,0.17854,0.26517,0.34475,0.33531,0.43642,4.3226,4.2956,3.5617,19.025
74.87250687,1230.924476,0.97676,0.76748,-0.35026,0.14051,0.32331,0.23283,0.021818,0.028331,0.031077,0.03039,0.033772,0.029874,0.027057,0.027398,0.019621,0.0083864,0.01441,0.014444,0.013952,0.01588,0.015429,0.013653,0.012645,0.010435,0.011881,-3506285662.0,0.00050239,0.00084037,0.0019135,0.0038575,0.013763,0.074217,0.061269,0.016597,1.33e-06,3.8429,8.8054,13.4671,11.1329,20.1279,59.5487,118.1577,180.1583,300.64,442.0255,0.023747,-121130.9056,-47853.1392,-6038.2064,-10338.3838,-3749.4261,-3235.5341,2.33e-06,1.17e-05,0.00013322,0.00011262,0.00019982,0.0010794,0.00314,0.016174,0.047637,0.022338,8.91e-06,1.4e-05,6.97e-06,0.00016932,0.00046273,0.002046,0.0048053,0.012297,0.027533,0.061574,0.00010672,-0.014436,-0.014583,0.0027692,0.0039234,0.027437,0.045814,0.068905,0.10836,0.12005,0.0024783,-0.16065,-0.21436,-0.27673,-0.63376,-0.21034,0.09152,0.16065,0.1976,0.3039,0.43938,0.63376,4.1075,4.0445,1.8249,13.4831
68.76328774,1008.26878,2.5516,-1.6335,-1.9521,0.13202,0.32675,0.20141,0.017739,0.037732,0.042934,0.041487,0.038654,0.048905,0.029912,0.028754,0.033181,0.0077167,0.019105,0.02153,0.022196,0.017932,0.023737,0.018573,0.014496,0.017306,0.012012,-5449053597.0,5.16e-05,5.97e-05,0.001185,0.00044997,0.0024718,0.12919,0.027367,0.05374,8.95e-06,0.71859,5.436,13.6916,11.7701,4.7354,21.8213,81.3052,143.045,212.4542,441.657,2.5419,-127669.5151,-47393.7558,-8416.2077,-3023.0877,-3171.8191,-3033.3071,4.27e-07,2.03e-06,0.00011967,0.00013269,4e-05,0.00018326,0.0017563,0.0084438,0.029178,0.057673,0.0061179,0.00015749,0.00012555,4.76e-05,0.00012058,0.00026436,0.0018042,0.0055592,0.0095239,0.02215,0.0007991,-0.013902,-0.012927,0.0011183,0.0013176,0.014656,0.035216,0.055725,0.079459,0.10113,0.035433,-0.082892,-0.1337,-0.20535,-0.36871,-0.38607,0.072395,0.082892,0.1264,0.20249,0.26908,0.36871,2.2022,2.3491,1.5784,82.3911
74.06897548,1295.739093,-0.81605,2.3642,0.27577,0.37966,0.45587,0.26394,0.061949,0.050273,0.04495,0.052605,0.048296,0.038645,0.04335,0.038081,0.04116,0.029846,0.022825,0.022102,0.021286,0.023459,0.01878,0.019869,0.019182,0.018179,0.016641,-2293950682.0,0.00353,0.002017,0.054795,0.080501,0.10197,0.055299,0.0049272,0.0040139,0.036888,23.8218,52.7331,121.834,208.767,280.3438,336.34,217.6282,124.5146,172.5756,219.4325,27.2185,-85625.2918,-51095.1297,-12144.962,-6610.415,-1344.1761,-919.0714,0.00022608,9.01e-05,0.0013359,0.0035248,0.006053,0.01072,0.0072079,0.0075978,0.016407,0.018248,0.039795,0.068457,0.59345,0.00076704,0.0089606,0.011529,0.0078901,0.0046605,0.0094434,0.015581,-0.008532,-0.033955,-0.036093,0.0075303,0.0062355,0.076612,0.064884,0.051297,0.07123,0.034923,0.16274,-0.27888,-0.21417,-0.19971,-0.30874,-0.16312,0.26895,0.27498,0.22767,0.20051,0.2402,0.29663,2.9268,3.1097,2.9305,4.3066
